-DOCSTART- -X- O O
,	O
DHCP	B-SKILLS
,	O
DNS	B-SKILLS
,	O
OSPF	B-SKILLS
,	O
IGMP	B-SKILLS
,	O
IPv4	B-SKILLS
/	I-SKILLS
IPv6	I-SKILLS
,	O
IS	B-SKILLS
-	I-SKILLS
IS	I-SKILLS
,	O
and	O
others	O
.	O
Familiarity	O
with	O
Network	B-SKILLS
function	I-SKILLS
virtualization	I-SKILLS
(	O
NFV	B-SKILLS
)	O
functionality	B-SKILLS
and	O
network	B-SKILLS
encapsulation	I-SKILLS
including	O
L4	B-SKILLS
Load	O
Balancers	O
,	O
Firewalls	B-SKILLS
,	O
etc	O
.	O
Working	O
knowledge	O
of	O
git	B-SKILLS
and	O
CICD	B-SKILLS
tools	O
such	O
as	O
Jenkins	B-SKILLS
and	O
Zuul	B-SKILLS
.	O
EO	O
Statement	O
IBM	O
is	O
committed	O
to	O
creating	O
a	O
diverse	O
environment	O
and	O
is	O
proud	O
to	O
be	O
an	O
equal	O
opportunity	O
employer	O
.	O
All	O
qualified	O
applicants	O
will	O
receive	O
consideration	O
for	O
employment	O
without	O
regard	O
to	O
race	O
,	O
color	O
,	O
religion	O
,	O
gender	O
,	O
gender	O
identity	O
or	O
expression	O
,	O
sexual	O
orientation	O
,	O
national	O
origin	O
,	O
genetics	O
,	O
disability	O
,	O
age	O
,	O
or	O
veteran	O
status	O
.	O
IBM	O
is	O
also	O
committed	O
to	O
compliance	O
with	O
all	O
fair	O
employment	O
practices	O
regarding	O
citizenship	O
and	O
immigration	O
status	O
.	O
.	O
-DOCSTART- -X- O O
Education	O
,	O
Key	O
Experiences	O
,	O
Knowledge	O
and	O
Skills	O
:	O
7	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
enterprise	B-SKILLS
technology	I-SKILLS
consulting	I-SKILLS
or	O
direct	B-SKILLS
customer	I-SKILLS
experience	O
with	O
deep	O
expertise	O
on	O
SAP	B-SKILLS
NetWeaver	I-SKILLS
platform	O
with	O
at	O
least	O
one	B-EXPERIENCE
year	I-EXPERIENCE
of	O
architecting	B-SKILLS
SAP	I-SKILLS
solutions	I-SKILLS
on	I-SKILLS
Cloud	I-SKILLS
(	I-SKILLS
Public	I-SKILLS
/	I-SKILLS
Private	I-SKILLS
)	I-SKILLS
Deep	O
domain	O
expertise	O
in	O
SAP	B-SKILLS
with	O
strong	O
BASIS	O
skills	O
i.e.	O
SAP	B-SKILLS
landscape	O
sizing	B-SKILLS
,	O
deployment	O
,	O
transport	O
management	B-SKILLS
,	O
optimizing	O
features	O
,	O
system	O
performance	O
5	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
experience	O
as	O
a	O
SAP	B-SKILLS
Basis	I-SKILLS
Architect	I-SKILLS
,	O
NetWeaver	B-SKILLS
architecture	I-SKILLS
and	O
SAP	B-SKILLS
Hands	O
on	O
in	O
SAP	B-SKILLS
performance	O
investigations	O
throughout	O
the	O
complete	O
stack	O
of	O
SAP	B-SKILLS
application	O
,	O
DBMS	O
,	O
OS	O
and	O
infrastructure	O
to	O
be	O
able	O
to	O
trace	O
,	O
capture	O
,	O
diagnose	O
and	O
isolate	O
complex	O
multifactorial	O
performance	O
problems	O
5	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
experience	O
in	O
SAP	B-SKILLS
Basis	O
:	O
OS	B-SKILLS
/	I-SKILLS
DB	I-SKILLS
Migration	I-SKILLS
,	O
SAP	B-SKILLS
Sizing	B-SKILLS
,	O
SAP	B-SKILLS
HA	B-SKILLS
/	I-SKILLS
DR	I-SKILLS
Design	I-SKILLS
,	O
SAP	B-SKILLS
Operational	B-SKILLS
Best	I-SKILLS
Practices	I-SKILLS
,	O
SAP	B-SKILLS
version	O
upgrades	O
3	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
experience	O
in	O
RDBMS	B-SKILLS
:	O
deep	O
knowledge	O
including	O
performance	B-SKILLS
query	I-SKILLS
analysis	I-SKILLS
,	O
sizing	B-SKILLS
,	O
HA	B-SKILLS
/	I-SKILLS
DR	I-SKILLS
and	O
storage	B-SKILLS
/	O
disk	B-SKILLS
design	I-SKILLS
of	I-SKILLS
SAP	I-SKILLS
HANA	B-SKILLS
and	O
at	O
least	O
1	O
-	O
2	O
of	O
the	O
following	O
:	O
SQL	B-SKILLS
Server	I-SKILLS
,	O
Oracle	B-SKILLS
,	O
Sybase	B-SKILLS
,	O
DB2	B-SKILLS
,	O
MaxDB	B-SKILLS
Good	O
understanding	O
of	O
SUSE	B-SKILLS
and	O
Red	B-SKILLS
hat	I-SKILLS
Linux	I-SKILLS
Demonstrated	O
ability	O
to	O
size	O
SAP	B-SKILLS
landscape	I-SKILLS
deployments	I-SKILLS
,	O
monitoring	B-SKILLS
and	O
management	B-SKILLS
of	O
these	O
environments	O
Able	O
to	O
articulate	B-SKILLS
value	I-SKILLS
proposition	I-SKILLS
of	I-SKILLS
MS	I-SKILLS
technologies	I-SKILLS
over	O
competition	O
(	O
like	O
AWS	O
,	O
GCP	O
,	O
Virtustream	O
,	O
Hana	O
Enterprise	O
Cloud	O
etc	O
.	O
)	O
Able	O
to	O
produce	B-SKILLS
technical	I-SKILLS
documentation	I-SKILLS
consistent	O
with	O
Reference	B-SKILLS
Architecture	I-SKILLS
principles	O
Proven	O
track	O
record	O
of	O
building	O
deep	B-SKILLS
technical	I-SKILLS
relationships	I-SKILLS
with	I-SKILLS
senior	I-SKILLS
IT	I-SKILLS
executives	I-SKILLS
and	O
growing	B-SKILLS
data	I-SKILLS
services	I-SKILLS
in	I-SKILLS
large	I-SKILLS
or	I-SKILLS
highly	I-SKILLS
strategic	I-SKILLS
accounts	I-SKILLS
Acknowledged	O
for	O
driving	B-SKILLS
decisions	I-SKILLS
collaboratively	I-SKILLS
,	O
resolving	B-SKILLS
conflicts	I-SKILLS
and	O
ensuring	B-SKILLS
follow	I-SKILLS
through	I-SKILLS
with	O
exceptional	B-SKILLS
verbal	I-SKILLS
and	I-SKILLS
written	I-SKILLS
communication	I-SKILLS
skills	I-SKILLS
Presentation	B-SKILLS
skills	I-SKILLS
with	O
a	O
high	O
degree	O
of	O
comfort	O
with	O
both	O
large	O
and	O
small	O
audiences	O
(	O
Senior	O
Executives	O
,	O
IT	O
management	O
and	O
developers	O
)	O
Technical	O
Degree	O
:	O
min	O
of	O
Bachelor	B-DIPLOMA
of	O
Computer	B-DIPLOMA_MAJOR
Science	I-DIPLOMA_MAJOR
or	O
adjacent	O
fields	O
preferred	O
Prior	O
work	O
experience	O
in	O
a	O
Consulting	B-SKILLS
/	O
Architecture	B-SKILLS
position	O
within	O
a	O
software	B-SKILLS
and/or	O
services	B-SKILLS
company	O
desired	O
Travel	O
required	O
:	O
0	O
-	O
30	O
%	O
Re	O
-	O
location	O
would	O
be	O
accommodated	O
for	O
qualified	O
candidates	O
Fluen	O
in	O
English	B-SKILLS
&	O
Swedish	B-SKILLS
Experiences	O
Desired	O
:	O
Very	O
good	O
understanding/	O
experience	O
on	O
multiple	O
SAP	B-SKILLS
products	O
and	O
understanding	O
of	O
SAP	B-SKILLS
roadmap	O
Knowledge	O
of	O
Network	B-SKILLS
Architecture	I-SKILLS
and	O
standards	O
for	O
large	O
enterprise	O
deployments	O
(	O
Cisco	B-SKILLS
SAFE	I-SKILLS
/	O
Zoning	B-SKILLS
models	I-SKILLS
)	O
and	O
operation	O
understanding	O
security	O
frameworks	O
specific	O
to	O
IT	B-SKILLS
Standards	I-SKILLS
(	I-SKILLS
PCI	I-SKILLS
/	I-SKILLS
PII	I-SKILLS
/	I-SKILLS
SOX	I-SKILLS
/	I-SKILLS
ETC	I-SKILLS
)	I-SKILLS
-DOCSTART- -X- O O
BS	B-DIPLOMA
or	I-DIPLOMA
MS	I-DIPLOMA
in	O
Computer	B-DIPLOMA_MAJOR
Science	I-DIPLOMA_MAJOR
,	O
Engineering	B-DIPLOMA_MAJOR
,	O
or	O
a	O
related	O
technical	O
discipline	O
or	O
equivalent	O
experience	O
Experience	O
running	B-SKILLS
systems	I-SKILLS
at	O
scale	O
leveraging	O
web	B-SKILLS
scale	I-SKILLS
technologies	I-SKILLS
like	O
:	O
PHP	B-SKILLS
,	O
Nginx	B-SKILLS
,	O
Squid	B-SKILLS
,	O
memcached	O
,	O
Apache	B-SKILLS
,	O
Python	B-SKILLS
,	O
MySQL	O
,	O
Redis	O
,	O
Hadoop	B-SKILLS
,	O
and	O
HBASE	B-SKILLS
Experience	O
with	O
Linux	B-SKILLS
/	O
Unix	B-SKILLS
internals	I-SKILLS
and	O
systems	B-SKILLS
services	I-SKILLS
like	O
DNS	B-SKILLS
,	O
DHCP	B-SKILLS
,	O
TFTP	B-SKILLS
,	O
iptables	B-SKILLS
,	O
smtp	B-SKILLS
,	O
etc	O
.	O
Experience	O
with	O
networking	B-SKILLS
protocols	I-SKILLS
such	O
as	O
TCP	B-SKILLS
,	O
UDP	B-SKILLS
and	O
HTTP	B-SKILLS
Experience	O
implementing	O
instrumentation	O
and	O
monitoring	O
solutions	O
-DOCSTART- -X- O O
Experience	O
in	O
REST	B-SKILLS
API	I-SKILLS
design	I-SKILLS
Experience	O
in	O
GRPC	B-SKILLS
API	I-SKILLS
design	I-SKILLS
Experience	O
with	O
development	B-SKILLS
and	O
testing	B-SKILLS
Solid	O
coding	B-SKILLS
experience	O
,	O
preferably	O
with	O
parallel	B-SKILLS
and	O
distributed	B-SKILLS
systems	I-SKILLS
Familiarity	O
with	O
and	O
preferably	O
extensive	O
experience	O
with	O
open	B-SKILLS
source	I-SKILLS
CI	B-SKILLS
/	I-SKILLS
CD	I-SKILLS
tools	O
such	O
as	O
GitHub	B-SKILLS
Demonstrated	O
ability	O
to	O
deliver	O
with	O
quality	O
in	O
a	O
team	O
environment	O
Preferred	O
Tech	B-SKILLS
and	O
Prof	B-SKILLS
Experience	O
Knowledge	O
with	O
concepts	O
in	O
,	O
and	O
preferably	O
experience	O
with	O
microservices	B-SKILLS
,	O
containers	B-SKILLS
,	O
and	O
Kubernetes	B-SKILLS
Knowledge	O
of	O
authorization	B-SKILLS
concepts	I-SKILLS
Experience	O
with	O
multiple	O
languages	O
including	O
Go	B-SKILLS
Security	I-SKILLS
Authorization	I-SKILLS
skills	O
EO	O
Statement	O
IBM	O
is	O
committed	O
to	O
creating	O
a	O
diverse	O
environment	O
and	O
is	O
proud	O
to	O
be	O
an	O
equal	O
opportunity	O
employer	O
.	O
All	O
qualified	O
applicants	O
will	O
receive	O
consideration	O
for	O
employment	O
without	O
regard	O
to	O
race	O
,	O
color	O
,	O
religion	O
,	O
gender	O
,	O
gender	O
identity	O
or	O
expression	O
,	O
sexual	O
orientation	O
,	O
national	O
origin	O
,	O
genetics	O
,	O
disability	O
,	O
age	O
,	O
or	O
veteran	O
status	O
.	O
IBM	O
is	O
also	O
committed	O
to	O
compliance	O
with	O
all	O
fair	O
employment	O
practices	O
regarding	O
citizenship	O
and	O
immigration	O
status	O
.	O
.	O
-DOCSTART- -X- O O
Education	O
,	O
Key	O
Experiences	O
,	O
Skills	O
and	O
Knowledge	O
:	O
3	B-EXPERIENCE
-	I-EXPERIENCE
8	I-EXPERIENCE
years	I-EXPERIENCE
of	O
related	O
experience	O
Required	O
Bachelors	B-DIPLOMA
Degree	O
Preferred	O
MBA	B-DIPLOMA
/	I-DIPLOMA
Masters	I-DIPLOMA
Degree	O
Extensive	O
experience	O
in	O
business	B-SKILLS
development	I-SKILLS
,	O
partner	B-SKILLS
management	I-SKILLS
or	O
account	B-SKILLS
management	I-SKILLS
positions	O
Passion	O
for	O
Education	O
and	O
ICT	B-SKILLS
:	O
Likes	O
to	O
win	O
and	O
is	O
passionate	O
about	O
making	O
a	O
strong	O
contribution	O
to	O
future	O
generations	O
.	O
Strategic	O
focus	O
and	O
analytical	B-SKILLS
skills	O
enabling	O
comprehension	O
of	O
complex	O
technical	O
,	O
business	B-SKILLS
,	O
and	O
legal	B-SKILLS
issues	I-SKILLS
leading	O
to	O
the	O
formation	O
and	O
execution	O
of	O
successful	O
end	O
to	O
end	O
partner	O
strategies	O
Exceptional	O
communication	B-SKILLS
,	O
presentation	B-SKILLS
and	O
interpersonal	B-SKILLS
skills	O
with	O
a	O
proven	O
track	O
record	O
in	O
relationship	O
building	O
cross	O
-	O
group	O
relationships	O
Solid	O
understanding	O
of	O
partner	B-SKILLS
programs	I-SKILLS
and	O
partner	B-SKILLS
ecosystems	I-SKILLS
to	O
ensure	O
leverage	O
,	O
optimization	B-SKILLS
and	O
collaboration	B-SKILLS
with	O
existing	O
resources	O
A	O
proven	O
sales	O
and	O
sales	B-SKILLS
management	I-SKILLS
track	O
record	O
that	O
includes	O
extensive	O
direct	O
contact	O
with	O
customers	O
and	O
partners	O
and	O
an	O
ability	O
to	O
develop	O
and	O
implement	O
successful	O
sales	B-SKILLS
plans	I-SKILLS
Ability	B-SKILLS
to	I-SKILLS
win	I-SKILLS
in	I-SKILLS
a	I-SKILLS
highly	I-SKILLS
competitive	I-SKILLS
environment	I-SKILLS
-	O
proven	O
ability	O
to	O
successfully	O
address	B-SKILLS
competitive	I-SKILLS
threats	I-SKILLS
,	O
navigate	B-SKILLS
complex	I-SKILLS
customer	I-SKILLS
environments	I-SKILLS
and	O
make	O
the	O
appropriate	O
judgment	O
calls	O
to	O
succeed	O
Executive	O
maturity	O
and	O
presence	O
to	O
appropriately	O
represent	O
company	O
to	O
senior	O
IT	O
and	O
Business	B-SKILLS
executives	O
at	O
customers	O
and	O
partners	O
.	O
This	O
includes	O
the	O
ability	O
to	O
understand	O
key	O
industry	O
drivers	O
,	O
issues	O
and	O
solutions	O
,	O
distribution	O
channels	O
,	O
partners	O
and	O
analyst	O
insights	O
-DOCSTART- -X- O O
5	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
software	B-SKILLS
engineering	I-SKILLS
experience	O
or	O
coding	B-SKILLS
experience	O
in	O
C	B-SKILLS
,	O
C++	B-SKILLS
,	O
or	O
Java	B-SKILLS
2	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
experience	O
building	B-SKILLS
database	I-SKILLS
software	I-SKILLS
B.S.	B-DIPLOMA
Computer	B-DIPLOMA_MAJOR
Science	I-DIPLOMA_MAJOR
or	O
related	O
technical	O
field	O
PREFERRED	O
Experience	O
working	O
directly	O
with	O
database	B-SKILLS
systems	O
at	O
scale	O
M.S.	B-DIPLOMA
or	O
PhD	B-DIPLOMA
in	O
Computer	B-DIPLOMA_MAJOR
Science	I-DIPLOMA_MAJOR
or	O
related	O
technical	O
field	O
-DOCSTART- -X- O O
5	B-EXPERIENCE
plus	I-EXPERIENCE
years	I-EXPERIENCE
of	O
experience	O
architecting	B-SKILLS
enterprise	I-SKILLS
scale	I-SKILLS
mobile	I-SKILLS
or	O
web	B-SKILLS
solutions	I-SKILLS
5	B-EXPERIENCE
plus	I-EXPERIENCE
years	I-EXPERIENCE
in	O
Full	B-SKILLS
-	I-SKILLS
stack	I-SKILLS
development	I-SKILLS
experience	O
(	O
Node.js	B-SKILLS
,	O
Java	B-SKILLS
,	O
JavaScript	B-SKILLS
,	O
Database	B-SKILLS
)	O
5	B-EXPERIENCE
plus	I-EXPERIENCE
years	I-EXPERIENCE
of	O
experience	O
in	O
developing	B-SKILLS
APIs	I-SKILLS
,	O
web	B-SKILLS
services	I-SKILLS
3	B-EXPERIENCE
plus	I-EXPERIENCE
years	I-EXPERIENCE
of	O
designing	O
and	O
deploying	O
applications	O
to	O
Softlayer	B-SKILLS
or	O
Amazon	B-SKILLS
Web	I-SKILLS
Services	I-SKILLS
Strong	O
background	O
in	O
computer	B-SKILLS
science	I-SKILLS
,	O
with	O
strong	O
competencies	O
in	O
object	B-SKILLS
-	I-SKILLS
oriented	I-SKILLS
design	I-SKILLS
,	O
data	B-SKILLS
structures	I-SKILLS
and	O
algorithms	B-SKILLS
.	O
Experience	O
with	O
automated	B-SKILLS
testing	I-SKILLS
for	O
mobile	O
and	O
web	B-SKILLS
platforms	I-SKILLS
Experience	O
with	O
Docker	B-SKILLS
and	O
container	O
orchestration	O
tools	O
Familiarity	O
with	O
GitHub	B-SKILLS
,	O
JIRA	B-SKILLS
,	O
Trello	B-SKILLS
,	O
New	B-SKILLS
Relic	I-SKILLS
Preferred	O
Tech	O
and	O
Prof	O
Experience	O
3	B-EXPERIENCE
plus	I-EXPERIENCE
years	I-EXPERIENCE
of	O
mobile	B-SKILLS
development	I-SKILLS
experience	O
on	O
iOS	B-SKILLS
platform	O
(	O
Swift	B-SKILLS
,	O
Objective	B-SKILLS
-	O
C	B-SKILLS
)	O
and	O
iOS	B-SKILLS
development	O
techniques	O
3	B-EXPERIENCE
plus	I-EXPERIENCE
years	I-EXPERIENCE
in	O
Relational	B-SKILLS
and	O
NoSQL	B-SKILLS
databases	I-SKILLS
3	B-EXPERIENCE
plus	I-EXPERIENCE
years	I-EXPERIENCE
of	O
advanced	O
practice	O
of	O
Agile	B-SKILLS
development	I-SKILLS
methodologies	O
EO	O
Statement	O
IBM	O
is	O
committed	O
to	O
creating	O
a	O
diverse	O
environment	O
and	O
is	O
proud	O
to	O
be	O
an	O
equal	O
opportunity	O
employer	O
.	O
All	O
qualified	O
applicants	O
will	O
receive	O
consideration	O
for	O
employment	O
without	O
regard	O
to	O
race	O
,	O
color	O
,	O
religion	O
,	O
gender	O
,	O
gender	O
identity	O
or	O
expression	O
,	O
sexual	O
orientation	O
,	O
national	O
origin	O
,	O
genetics	O
,	O
disability	O
,	O
age	O
,	O
or	O
veteran	O
status	O
.	O
IBM	O
is	O
also	O
committed	O
to	O
compliance	O
with	O
all	O
fair	O
employment	O
practices	O
regarding	O
citizenship	O
and	O
immigration	O
status	O
.	O
.	O
-DOCSTART- -X- O O
4	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
product	B-SKILLS
management	I-SKILLS
experience	O
with	O
2	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
experience	O
making	B-SKILLS
hardware	I-SKILLS
products	I-SKILLS
.	O
Experience	O
in	O
software	B-SKILLS
/	I-SKILLS
hardware	I-SKILLS
engineering	I-SKILLS
.	O
Experience	O
managing	B-SKILLS
delivery	I-SKILLS
of	O
at	O
least	O
1	O
consumer	B-SKILLS
hardware	I-SKILLS
product	I-SKILLS
.	O
Organization	O
experience	O
and	O
experience	O
managing	B-SKILLS
multiple	I-SKILLS
ongoing	I-SKILLS
projects	I-SKILLS
.	O
PREFERRED	O
Track	O
record	O
developing	O
nascent	O
consumer	O
hardware	B-SKILLS
and	O
software	B-SKILLS
technologies	O
into	O
successful	O
mass	B-SKILLS
-	I-SKILLS
market	I-SKILLS
consumer	O
products	O
Experience	O
delivering	O
products	O
with	O
next	B-SKILLS
-	I-SKILLS
generation	I-SKILLS
technology	I-SKILLS
introduction	O
Ability	O
to	O
think	B-SKILLS
strategically	I-SKILLS
and	O
execute	B-SKILLS
methodically	I-SKILLS
-DOCSTART- -X- O O
Bachelors	B-DIPLOMA
degree	O
in	O
technical	B-DIPLOMA_MAJOR
or	O
business	B-DIPLOMA_MAJOR
related	O
field	O
of	O
study	O
.	O
6	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
work	O
experience	O
in	O
supply	B-SKILLS
chain	I-SKILLS
.	O
Experience	O
in	O
supplier	B-SKILLS
management	I-SKILLS
of	O
ODM	B-SKILLS
,	O
EMS	B-SKILLS
or	O
CM	B-SKILLS
suppliers	I-SKILLS
.	O
Experience	O
managing	B-SKILLS
suppliers	I-SKILLS
in	O
global	O
engagements	O
.	O
Experience	O
improving	B-SKILLS
and	O
managing	B-SKILLS
supplier	I-SKILLS
performance	I-SKILLS
in	O
production	O
and	O
NPI	O
environments	O
.	O
Interpersonal	B-SKILLS
and	O
communication	B-SKILLS
experience	O
.	O
Experience	O
handling	B-SKILLS
multiple	I-SKILLS
priorities	I-SKILLS
.	O
Independent	O
with	O
proven	O
experience	O
in	O
executing	B-SKILLS
on	I-SKILLS
multiple	I-SKILLS
tasks	I-SKILLS
simultaneously	I-SKILLS
.	O
Organizational	O
and	O
time	B-SKILLS
management	I-SKILLS
experience	O
.	O
Analytical	B-SKILLS
experience	I-SKILLS
.	O
Knowledge	O
of	O
EMS	B-SKILLS
/	I-SKILLS
ODM	I-SKILLS
/	I-SKILLS
JDM	I-SKILLS
/	I-SKILLS
OEM	I-SKILLS
business	B-SKILLS
models	I-SKILLS
,	O
consignment	B-SKILLS
&	I-SKILLS
turnkey	I-SKILLS
materials	I-SKILLS
management	I-SKILLS
,	O
cost	B-SKILLS
modeling	I-SKILLS
,	O
supply	B-SKILLS
chain	I-SKILLS
design	I-SKILLS
,	O
and	O
reverse	B-SKILLS
logistics	I-SKILLS
.	O
Demonstrated	O
experience	O
to	O
drive	O
a	O
plan	O
to	O
bring	O
resolution	O
to	O
differing	O
opinions	O
,	O
reach	O
out	O
across	O
functional	O
boundaries	O
to	O
drive	O
collaboration	B-SKILLS
and	O
share	O
credit	O
in	O
a	O
team	O
environment	O
.	O
Experience	O
using	O
Agile	B-SKILLS
BOM	I-SKILLS
management	I-SKILLS
tools	O
.	O
Experience	O
working	O
with	O
Asia	B-SKILLS
based	I-SKILLS
suppliers	I-SKILLS
.	O
Experience	O
and	O
knowledge	O
with	O
hardware	B-SKILLS
design	I-SKILLS
.	O
PREFERRED	O
Working	O
knowledge	O
of	O
network	B-SKILLS
engineering	I-SKILLS
,	O
and	O
hardware	B-SKILLS
,	O
such	O
as	O
TOR	B-SKILLS
and	O
Fabric	B-SKILLS
.	O
Supply	B-SKILLS
Chain	I-SKILLS
Management	I-SKILLS
experience	O
.	O
-DOCSTART- -X- O O
5	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
software	B-SKILLS
engineering	I-SKILLS
work	O
experience	O
,	O
including	O
hands	O
-	O
on	O
technical	O
management	O
5	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
coding	B-SKILLS
experience	O
in	O
one	O
of	O
the	O
following	O
languages	O
:	O
C++	B-SKILLS
,	O
Java	B-SKILLS
,	O
and/or	O
PHP	B-SKILLS
Demonstrated	O
experience	O
with	O
recruiting	B-SKILLS
and	O
managing	B-SKILLS
technical	I-SKILLS
teams	I-SKILLS
,	O
including	O
performance	B-SKILLS
management	I-SKILLS
BA	B-DIPLOMA
/	I-DIPLOMA
BS	I-DIPLOMA
in	O
Computer	B-DIPLOMA_MAJOR
Science	I-DIPLOMA_MAJOR
(	O
In	O
lieu	O
of	O
degree	O
,	O
4	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
similar	O
work	O
experience	O
)	O
-DOCSTART- -X- O O
MS	B-DIPLOMA
/	I-DIPLOMA
Ph	I-DIPLOMA
.	I-DIPLOMA
D.	I-DIPLOMA
in	O
CS	B-DIPLOMA_MAJOR
/	I-DIPLOMA_MAJOR
EE	I-DIPLOMA_MAJOR
or	O
related	O
areas	O
is	O
required	O
.	O
Strong	O
ability	O
and	O
effectiveness	O
working	O
in	O
a	O
significant	O
technical	O
problem	O
domain	O
,	O
in	O
the	O
term	O
of	O
plan	O
,	O
design	B-SKILLS
,	O
execution	B-SKILLS
,	O
continuous	O
release	O
and	O
service	B-SKILLS
operation	I-SKILLS
.	O
Strong	O
software	O
engineering	O
fundamentals	O
,	O
including	O
coding	B-SKILLS
,	O
problem	B-SKILLS
solving	I-SKILLS
and	O
data	B-SKILLS
analysis	I-SKILLS
skills	O
.	O
Background	O
in	O
machine	B-SKILLS
learning	I-SKILLS
/	I-SKILLS
deep	I-SKILLS
learning	I-SKILLS
(	O
strongly	O
preferred	O
)	O
.	O
Passionate	O
and	O
self	O
-	O
motivated	O
.	O
Ability	O
to	O
effectively	O
work	O
in	O
collaborative	B-SKILLS
multiple	O
project	O
team	O
environment	O
and	O
ship	B-SKILLS
production	I-SKILLS
features	O
in	O
a	O
fast	O
-	O
paced	O
environment	O
.	O
Good	O
communication	B-SKILLS
skills	O
,	O
both	O
verbal	B-SKILLS
and	O
written	B-SKILLS
.	O
Customer	B-SKILLS
/	I-SKILLS
end	I-SKILLS
result	I-SKILLS
/	I-SKILLS
Metrics	I-SKILLS
driven	O
in	O
design	B-SKILLS
and	O
development	B-SKILLS
.	O
Strong	O
ability	O
in	O
self	B-SKILLS
-	I-SKILLS
learning	I-SKILLS
,	O
entering	O
new	O
domain	O
,	O
managing	O
through	O
uncertainty	O
in	O
an	O
innovative	O
team	O
environment	O
-DOCSTART- -X- O O
The	O
ideal	O
candidate	O
will	O
demonstrate	O
Planning	B-SKILLS
and	O
Execution	B-SKILLS
:	O
Ability	O
to	O
think	O
holistically	B-SKILLS
and	O
strategically	B-SKILLS
.	O
Leverage	O
understanding	O
of	O
engineering	B-SKILLS
rhythm	I-SKILLS
so	O
that	O
the	O
team	O
operates	O
at	O
a	O
high	O
level	O
,	O
knowledge	O
is	O
shared	O
appropriately	O
,	O
and	O
decision	O
making	O
happens	O
at	O
the	O
right	O
levels	O
on	O
the	O
team	O
.	O
Proven	O
ability	O
to	O
plan	B-SKILLS
,	O
organize	B-SKILLS
,	O
and	O
manage	B-SKILLS
complex	I-SKILLS
technical	I-SKILLS
products	I-SKILLS
.	O
Communication	O
:	O
Able	O
to	O
conduct	O
insightful	O
,	O
multi	B-SKILLS
-	I-SKILLS
faceted	I-SKILLS
conversations	I-SKILLS
with	O
senior	O
product	O
and	O
technical	O
decision	O
makers	O
inside	O
and	O
outside	O
Microsoft	O
.	O
Conceptualize	B-SKILLS
complex	I-SKILLS
ideas	I-SKILLS
quickly	O
and	O
convey	O
those	O
thoughts	O
to	O
others	O
in	O
a	O
clear	O
,	O
effective	O
and	O
motivating	O
manner	O
.	O
Collaboration	B-SKILLS
:	O
Experienced	O
collaborator	O
able	O
to	O
work	O
effectively	O
across	O
broad	O
teams	O
and	O
influence	B-SKILLS
stakeholders	O
of	O
all	O
levels	O
and	O
of	O
all	O
disciplines	O
across	O
Microsoft	O
.	O
Cultural	B-SKILLS
Leadership	I-SKILLS
:	O
Proven	O
ability	O
to	O
lead	B-SKILLS
cultural	I-SKILLS
initiatives	I-SKILLS
,	O
having	O
positive	O
impact	O
on	O
team	O
morale	O
and	O
fostering	O
an	O
environment	O
of	O
inclusion	O
.	O
Microsoft	O
Values	O
:	O
As	O
a	O
senior	O
member	O
of	O
the	O
Edge	O
Product	O
Team	O
,	O
candidates	O
must	O
be	O
excellent	O
representatives	O
of	O
the	O
Microsoft	O
cultural	O
attributes	O
and	O
leadership	O
principles	O
.	O
Judgement	O
:	O
Excellent	O
product	O
and	O
technical	O
judgment	O
.	O
Consistently	O
demonstrating	O
maturity	O
and	O
intellectual	O
curiosity	O
,	O
helping	O
the	O
team	O
pursue	O
the	O
best	O
ideas	O
.	O
8	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
related	O
program	B-SKILLS
management	I-SKILLS
/	O
product	B-SKILLS
management	I-SKILLS
experience	O
3	B-EXPERIENCE
+	I-EXPERIENCE
years	I-EXPERIENCE
of	O
people	B-SKILLS
management	I-SKILLS
experience	O
,	O
or	O
relevant	O
experience	O
demonstrating	O
readiness	O
to	O
step	O
up	O
into	O
a	O
people	B-SKILLS
management	I-SKILLS
role	O
.	O
Extensive	O
and	O
relevant	O
experience	O
with	O
software	B-SKILLS
security	I-SKILLS
Strong	O
project	B-SKILLS
management	I-SKILLS
and	O
people	B-SKILLS
management	I-SKILLS
skills	O
Track	O
record	O
of	O
building	B-SKILLS
high	I-SKILLS
functioning	I-SKILLS
teams	I-SKILLS
,	O
including	O
recruiting	B-SKILLS
and	O
retaining	O
